URL: /
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /css/styles.css
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /documentation
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /css/styles.css
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

::1 - - [27/Dec/2023:05:58:28 +0000] "GET /topmovies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:05:58:31 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:11:18 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:11:25 +0000] "GET /topmovies HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:11:25 +0000] "GET /topmovies HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:11:32 +0000] "GET /loudandclear HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:14:10 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:23:06 +0000] "GET /director HTTP/1.1" 500 1474 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:23:14 +0000] "GET /genre HTTP/1.1" 500 1471 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:23:21 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
